"연번","미디어타입","제목","장소명","장소타입","장소설명","영업시간","브레이크타임","휴무일","주소","위도","경도","전화번호","최종작성일"
"11109","drama","왕은 사랑한다","나주영상테마파크","playground","드라마에서 이 테마파크는 고려의 궁으로 촬영되었다.","하절기 화-일 09시 - 18시, 동절기 화-일 09시 - 17시","정보없음","월요일","전라남도 나주시 공산면 덕음로 450","34.979823","126.60098","061-335-7008","2022-11-25"
"11110","drama","왕은 사랑한다","성흥산 사랑나무","playground","40회에서 왕원(임시완)이 서 있는 모습이 그려졌다.","매일 00시 - 24시","정보없음","연중무휴","충청남도 부여군 임천면 성흥로97번길 167","36.1971825","126.898347","041-830-2114","2022-11-25"
"11111","drama","왕이 된 남자","화성행궁","playground","6회에서는 하선(여진구)이 신 장관에게 아들 이검(최규)에게 지팡이를 짚으라고 명령하는 장면이 그려졌다.","하절기 매일 09시 - 18시, 동절기 매일 09시 - 17시","정보없음","연중무휴","경기도 수원시 팔달구 정조로 825","37.2818191","127.013426","031-290-3600","2022-11-25"
"11112","drama","왕이 된 남자","한국민속촌","playground","1회에서 하선(여진구)과 그의 극단은 '나무다리'를 뛰어넘는다.","매일 10시 - 18시","정보없음","연중무휴","경기도 용인시 기흥구 민속촌로 90","37.260092","127.12036","031-288-0000","2022-11-25"
"11113","drama","왕이 된 남자","용인 대장금 파크","playground","왕세자 이헌/하선(여진구)의 방은 이곳에 있습니다.","하절기 매일 09시 - 18시, 동절기 매일 09시 - 17시","정보없음","연중무휴","경기도 용인시 처인구 백암면 용천드라마길 25","37.1209396","127.337296","031-337-3241","2022-11-25"
"11114","drama","왕이 된 남자","황매산","playground","1회에서 광대 극단이 이 산을 넘습니다.","매일 00시 - 24시","정보없음","연중무휴","경상남도 산청군 차황면 법평리 산 1","35.486018","127.97475","055-970-6000","2022-11-25"
"11115","drama","왕이 된 남자","문경새재촬영장 (오픈세트장)","playground","6화에서는 병들고 복수심에 불타는 왕 하순(여진구)이 걷는 문이다.","하절기 매일 09시 - 18시, 동절기 매일 09시 - 17시","정보없음","연중무휴","경상북도 문경시 문경읍 새재로 1037","36.771097","128.073937","054-571-0709","2022-11-25"
"11116","drama","왕이 된 남자","창덕궁","playground","왕이 된 남자의 궁전의 일부로 등장한다. 6회에서 주함루에서 여왕을 생각하며 반성하고 있다.","화-일 09시 - 17시 30분","정보없음","월요일","서울특별시 종로구 율곡로 99","37.582757","126.991295","02-3668-2300","2022-11-25"
"11117","drama","왕이 된 남자","성흥산 사랑나무","playground","2회에서 아버지를 이 나무 아래로 망명시켰다.","매일 00시 - 24시","정보없음","연중무휴","충청남도 부여군 임천면 성흥로97번길 167","36.1971825","126.898347","041-830-2114","2022-11-25"
"11118","drama","왜 오수재인가","강남1984","restaurant","타산지석0'으로 등장하는 식당으로, 공찬(황인엽)과 조폭 출신 셰프 구구갑(조달환), 소형칠(이규성)이 운영하는 가게다. ","매일 1층 카페 11시 - 20시, 2층 레스토랑 11시30분 - 15시 - 3층 맥주집 18시 - (익일)01시","정보없음","연중무휴","강원도 춘천시 남춘로36번길 8","37.86394","127.7322","0507-1316-1984","2022-11-25"
"11119","drama","왜 오수재인가","리븐델 게스트하우스","stay","7회에서 TK로펌 대표 최태국(허준호)가 사는 곳으로 나온다","전화문의","정보없음","전화문의","경기도 가평군 청평면 고재길 262-46","37.702514","127.51666","031-919-6171","2022-11-25"
"11120","drama","왜 오수재인가","단국대학교 죽전캠퍼스","playground","1회에서 오수재(서현진)가 이곳에서 소송을 변호하고 그녀가 계단을 내려가는 모습이 목격된다. 8화에서 수재는 피고인의 은행에 앉아 그녀의 사건은 그녀의 구금 연장 측면에서 여기에서 논의됩니다.","매일 00시 - 24시","정보없음","연중무휴","경기도 용인시 수지구 죽전로 152","37.321846","127.12658","1899-3700","2022-11-25"
"11121","drama","왜 오수재인가","미메시스 아트 뮤지엄","playground","6회에서 오수재(서현진)와 임승연(김윤서)이 갤러리에서 만난다. 그녀와 남편을 상대로 한 소송에 대해 이야기를 나눈다.","수-일 10시 - 18시","정보없음","월요일, 화요일","경기도 파주시 문발동 253","37.716786","126.68877","031-955-4100","2022-11-25"
"11122","drama","왜 오수재인가","화이트블럭","playground","1회의 회상장면에서 오수재(서현진)는 이 카페에서 소송 증인을 만났다.","카페 평일 10시 30분 - 19시, 주말 10시 30분 - 21시, 전시 평일 11시 - 18시, 주말 11시 - 18시 30분","정보없음","연중무휴","경기도 파주시 탄현면 헤이리마을길 72","37.7889189","126.699592","031-992-4400","2022-11-25"
"11123","drama","왜 오수재인가","조이마당스튜디오","playground","1회에서 오수재(서현진)가 이곳에서 소송을 방어하고 있다.","매일 10시 - 22시","정보없음","연중무휴","경기도 파주시 파주읍 봉서산로 243","37.83256","126.8035","031-940-4114","2022-11-25"
"11124","drama","왜 오수재인가","계명대학교 대명캠퍼스","playground","1회에서 오수재(서현진)는 TK 로펌에서 강등된 후 이 대학의 법대 교수로 임명된다. 이곳에서 공찬(황인엽)을 제자로 다시 만난다.","매일 00시 - 24시","정보없음","연중무휴","대구광역시 남구 명덕로 104","35.85427","128.580543","053-580-5114","2022-11-25"
"11125","drama","왜 오수재인가","이구펍 4호점/29펍 4호점","restaurant","8회에서 최주완(지승현)이 두 친구와 술을 마시며 말다툼을 하는 모습이 그려졌다.","일-목 17시 - (익일) 02시, 금,토 17시 - (익일) 03시","정보없음","연중무휴","서울특별시 강남구 강남대로110길 14","37.503747","127.02606","0507-1306-2904","2022-11-25"
"11126","drama","왜 오수재인가","엠빌딩","playground","홍석팔(이철민)이 운영하는 호스테스 바가 이 건물에 있다. ","매일 00시 - 24시","정보없음","연중무휴","서울특별시 강남구 논현로 626","37.50954","127.0333","02-515-9208","2022-11-25"
"11127","drama","왜 오수재인가","임피리얼팰리스 서울","stay","드라마에서 1회 '여성변호사협회 총회'가 이 호텔 셀레나 웨딩홀에서 열렸다.","매일 입실 15시, 퇴실 12시","정보없음","연중무휴","서울특별시 강남구 언주로 640","37.51401","127.03585","02-3440-8000","2022-11-25"
"11128","drama","왜 오수재인가","코엑스","playground","2화에서 오수재(서현진)는 플룻룸(토룸)에서 최택국 TK 로펌 회장(허준호)을 만나기로 했다.","매일 10시 - 18시","정보없음","연중무휴","서울특별시 강남구 영동대로 513","37.510177","127.05866","02-6000-0114","2022-11-25"
"11129","drama","왜 오수재인가","파르나스타워","playground","2화에서 한성범(이근영)이 운영하는 '한수그룹'으로 등장한다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 강남구 테헤란로 521","37.50947","127.0614","02-2084-2114","2022-11-25"
"11130","drama","왜 오수재인가","마쯔가제","restaurant","7회에서 오수재(서현진)는 TK 로펌 대표 최태국(허준호)과 이 식당에서 만난다. 그녀에 대한 다음 행보를 알아보기 위해 물을 시험해 본다.","매일 12시 - 22시","15시 - 18시","연중무휴","서울특별시 강남구 테헤란로87길 46 호텔오크우드프리미어 3층","37.512502","127.058796","02-3466-7733","2022-11-25"
"11131","drama","왜 오수재인가","김포국제공항","playground","5회 회상 장면에서 오수재(서현진)는 최주완(지승현)과의 아이를 기대하고 이 공항을 떠나 뉴욕으로 향한다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 강서구 하늘길 112","37.558655","126.79228","1661-2626","2022-11-25"
"11132","drama","왜 오수재인가","뚝섬한강공원","playground","한기택(전재홍)은 2022년 4회에서 술에 취해 아침에 딸들과 함께 공원을 찾았다. 그곳에서 오수재(서현진)는 그를 찾아 거래를 제안한다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 광진구 강변북로 139","37.5293514","127.073958","02-3780-0521","2022-11-25"
"11133","drama","왜 오수재인가","그랜드 워커힐 서울","stay","2회에서 오수재(서현진)는 로비 카페에서 상사이자 TK 로펌 최태국(허준호) 회장을 만난다.","매일 입실 15시, 퇴실 11시","정보없음","연중무휴","서울특별시 광진구 워커힐로 177","37.555208","127.111341","02-455-5000","2022-11-25"
"11134","drama","왜 오수재인가","마들원","restaurant","10회에서 백진기(김창완) 서정대 로스쿨 학장이 이 식당에서 비즈니스 미팅을 하고 있다.","매일 11시 30분 - 21시 30분","14시 30분 - 17시","연중무휴","서울특별시 노원구 공릉로62길 27-11","37.636388","127.07128","0507-1488-8001","2022-11-25"
"11135","drama","왜 오수재인가","공찬 자취방","stay","옥상에 사는 공찬(황인엽)의 계모 지순옥(배해선)이 6회에서 그가 그녀의 집을 따라 아파트 문 밖에 음식을 두고 가는 모습을 보았다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 동작구 노량진로28길 48-26","37.51038","126.9558","02-820-1114","2022-11-25"
"11136","drama","왜 오수재인가","노량진로26길 아파트","stay","공찬(황인엽)의 계모 지순옥(배해선)은 6회에서 공찬(황인엽)의 집을 따라 아파트 문밖에 음식을 두고 나오는 모습을 볼 수 있다","매일 00시 - 24시","정보없음","연중무휴","서울특별시 동작구 노량진로28길 48-26","37.51038","126.9558","02-820-1114","2022-11-25"
"11137","drama","왜 오수재인가","서울국립현충원","playground","2회에서는 이인수(조영진) 의원이 공식 일정의 첫 번째 정거장으로 찾아와 봉투를 받는다. 공동묘지를 떠날 때 배달된다.","매일 06시 - 18시","정보없음","연중무휴","서울특별시 동작구 현충로 210","37.500612","126.97277","1522-1555","2022-11-25"
"11138","drama","왜 오수재인가","마포진짜원조최대포본점","restaurant","4회에서 최윤상(배인혁)은 TK 로펌 비서 하일구(전진기)와 함께 이 식당에서 술을 마신다. '안강원 사건'에 아버지와 형이 가담하지 않았는지 확인한다","매일 11시 - 23시","정보없음","연중무휴","서울특별시 마포구 마포대로 112-4","37.544649","126.951868","0507-1333-9293","2022-11-25"
"11139","drama","왜 오수재인가","SBS프리즘타워","playground","이 타워의 외관은 드라마에서 최태국(허준호)이 운영하는 TK 로펌 건물로 등장한다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 마포구 상암산로 82","37.579725","126.89269","02-2061-0006","2022-11-25"
"11140","drama","왜 오수재인가","야식포차","restaurant","오수재(서현진)와 공찬(황인엽)의 단골집이다. 4화에서 둘이 따로 왔는데 술에 취한 수재가 공찬에게 공찬이 자신을 좋아한다는 이야기를 엿듣게 된다.","평일,토 12시 - 10시, 일 16시 - 22시","정보없음","연중무휴","서울특별시 서대문구 성산로 337","37.565931","126.92784","02-325-4452","2022-11-25"
"11141","drama","왜 오수재인가","판자집","restaurant","8회에서 법무법인 TK 비서실장 하일구(전진기)는 이곳에서 홍석팔(이철민)을 만나 술에 취하게 한다.","매일 17시 - (익일) 05시","정보없음","연중무휴","서울특별시 서대문구 연세로2길 29","37.55631","126.9385","02-312-0044","2022-11-25"
"11142","drama","왜 오수재인가","도림로126길","playground","6회에서 오수재(서현진)은 고된 일을 마치고 퇴근길에 이 거리의 신흥슈퍼 앞에 앉는다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 영등포구 도림로126길 1","37.513868","126.89629","0507-1497-2345","2022-11-25"
"11143","drama","왜 오수재인가","도림로128가길","playground","극중 드라마 주인공인 공찬(황인엽)의 양엄마인 지순옥(배해선)은 이 거리에 위치한 '연성철강'(가제) 에서 일하고 있다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 영등포구 도림로128가길 16","37.51414","126.8966","02-2670-3114","2022-11-25"
"11144","drama","왜 오수재인가","서강대교","playground","5회에서 오수재(서현진)가 이 다리를 운전하는 모습이 나온다","매일 00시 - 24시","정보없음","연중무휴","서울특별시 영등포구 여의도동 서강대교","37.536911","126.92495","02-120","2022-11-25"
"11145","drama","왜 오수재인가","동작대교","playground","7회에서 백진기(김창완) 법대 교수가 택시를 타고 이 다리를 건너고 있다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 용산구 이촌동 동작대교","37.51041","126.981893","02-2199-8580","2022-11-25"
"11146","drama","왜 오수재인가","포시즌스호텔","stay","4회에서 최주완(지승현)은 술에 취한 한기택(전재홍)에게 내부자 정보를 얻기 위해 술집에서 만난다.","매일 입실 15시, 퇴실 12시","정보없음","연중무휴","서울특별시 종로구 새문안로 97","37.57065","126.9754","02-6388-5000","2022-11-25"
"11147","drama","왜 오수재인가","JW메리어트 동대문스퀘어서울","stay","4회에서 TK 변호사 민영배(김선혁)가 이 호텔에서 오수재(서현진)를 만나는 로비로 등장한다. 그는 아내 정희영 교수(주지연)에게 직접 전화를 걸어 연인을 만난다고 생각하고 증거로 사진을 찍기로 한다.","매일 입실 15시, 퇴실 12시","정보없음","연중무휴","서울특별시 종로구 청계천로 279","37.5703776","127.008887","02-2276-3000","2022-11-25"
"11148","drama","왜 오수재인가","익산 교도소 세트장","playground","7회에서 오수재(서현진)가 여기에 수감된다.","화-일 09시 - 18시 (시기별 상이)","정보없음","월요일, 촬영일","전라북도 익산시 성당면 함낭로 207","36.069334","126.93158","063-859-3836","2022-11-25"
"11149","drama","왜그래 풍상씨","아다마스253","cafe","1회에서 이진상(오지호)은 외로운 유부녀와 이곳에서 데이트를 합니다.","매일 11시 - 21시","16시 - 17시","연중무휴","경기도 파주시 탄현면 헤이리마을길 47","37.7877435","126.697996","031-949-1296","2022-11-25"
"11150","drama","욕망의 불꽃","HW컨벤션센터","playground","6화에서 이 장소의 그랜드 볼룸에서 축하 행사가 열린다.","화-금 10시 - 19시, 주말 09시 - 19시","정보없음","월요일","서울특별시 종로구 자하문로 255","37.597064","126.96244","02-396-7000","2022-11-25"
"11151","movie","용서는 없다","김포국제공항","playground","강민호(솔경구)는 이곳에서 외국으로 딸을 데리러 간다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 강서구 하늘길 112","37.558655","126.79228","1661-2626","2022-11-25"
"11152","drama","용의눈물","경복궁","playground","이 홀은 용의 눈물 집현전 또는 홀의 외부 스탠드인 역할을 한다.","수-월 09시 - 17시 (11월-2월), 수-월 09시 - 18시 (3-5월, 9-10월), 수-월 09시 - 18시 30분 (6-8월)","정보없음","화요일(공휴일인 경우 다음날 휴무)","서울특별시 종로구 사직로 161","37.5806736","126.976952","02-3700-3900","2022-11-25"
"11153","drama","용팔이","속삭이는자작나무숲","playground","9화에서 김태현(주원)과 한여진(김태희)은 데이트를 위해 이 곳에 도착한다.","하절기 수-일 09시 - 15시 , 동절기 수-일 09시 - 14시","정보없음","월요일, 화요일","강원도 인제군 인제읍 자작나무숲길 760","37.9737439","128.227423","033-463-0044","2022-11-25"
"11154","drama","용팔이","대관령 양떼목장","playground","9화에서 김태현(주원)과 한여진(김태희)은 이곳에서 데이트를 하게 되고 여진은 키스를 위해 몸을 기울인다.","1-2월,11-12월 매일 09시 - 17시, 3월,10월 매일 09시 - 17시 30분, 4월,9월 매일 09시 - 18시, 5-8월 매일 09시 - 18시 30분","정보없음","연중무휴","강원도 평창군 대관령면 대관령마루길 483-32","37.689736","128.753045","033-335-1966","2022-11-25"
"11155","drama","용팔이","삼성화재 글로벌캠퍼스","playground","이곳은 투자사 레드라인 인베스트먼트 인 포레스트의 배경으로, 1~4회에서 강산혁(박해진 분)이 인수합병 이사로 일하고 있다.","매일 00시 - 24시","정보없음","연중무휴","경기도 고양시 일산동구 문원길 135","37.7193","126.81494","070-5111-5700","2022-11-25"
"11156","drama","용팔이","라움","playground","3회 회상장면에서 한여진(김태희)이 동생 한도준(조현재)과 금단의 사랑 이야기를 나누면서 조금씩 알게 된다","매일 09시 - 21시","정보없음","연중무휴","서울특별시 강남구 언주로 564","37.508252","127.0397","02-6925-4733","2022-11-25"
"11157","drama","용팔이","가톨릭관동대학교 국제성모병원","playground","드라마 내 '한신병원'으로 등장한다.","평일 08시 30분 - 17시, 토 08시 30분 - 12시","평일만 12시 - 13시 30분","일요일","인천광역시 서구 심곡로100번길 25","37.542425","126.68384","1600-8291","2022-11-25"
"11158","drama","우리, 사랑했을까","대부바다향기테마파크","playground","김다솜과 송종호의 과거 회상 장면 촬영지","매일 00시 - 24시","정보없음","연중무휴","경기도 안산시 단원구 대부황금로 1480-7","37.283471","126.578146","032-881-7148","2022-11-18"
"11159","drama","우리, 사랑했을까","와우정사","playground","김민준이 과거 연인을 기리기 위해 방문한 절","매일 06시 - 18시","정보없음","연중무휴","경기도 용인시 처인구 해곡로 25-15","37.194157","127.276751","031-332-2472","2022-11-18"
"11160","drama","우리, 사랑했을까","도깨비커피집","cafe","송지효와 손호준이 14년 전 기념일에 다툰 장소","평일 13시 - 23시 30분, 주말 14시 - 23시 30분","정보없음","연중무휴","서울특별시 마포구 연남로13길 21","37.566356","126.916138",,"2022-11-18"
"11161","drama","우리, 사랑했을까","틈","restaurant","송지효의 절친이 운영하는 단골 바","화-토 17시 - (익일) 05시, 일 17시 - 24시","정보없음","월요일","서울특별시 마포구 와우산로3길 46","37.545738","126.920421","02-322-0825","2022-11-18"
"11162","drama","우리, 사랑했을까","JW 메리어트 호텔 서울","stay","손호준이 송지효의 제안을 수락한 분수 장면 배경","매일 입실 15시, 퇴실 12시","정보없음","연중무휴","서울특별시 서초구 신반포로 176","37.5043439","127.003599","02-6282-6262","2022-11-18"
"11163","drama","우리, 사랑했을까","노보텔 앰배서더 서울 용산","stay","송지효와 손호준이 재회하는 장면 촬영 장소","매일 입실 15시, 퇴실 12시","정보없음","연중무휴","서울특별시 용산구 청파로20길 95","37.531844","126.96306","02-2223-7502","2022-11-18"
"11164","drama","우리, 사랑했을까","전주대학교","playground","송지효와 손호준이 다닌 대학교 캠퍼스 촬영지","매일 00시 - 24시","정보없음","연중무휴","전라북도 전주시 완산구 천잠로 303","35.81393","127.0901","1577-7177","2022-11-18"
"11165","drama","우리 헤어졌어요","다산교앞 정류장","station","1회에서 해원(신현빈)은 탈 것을 기다리며 이 버스 정류장에서 유리 반사를 통해 자신의 잘린 입술을 확인한다. 같은 장면에서 희주(고현정 분)의 단독 초대전 포스터가 이 버스정류장에 광고되고 있다.","매일 00시 - 24시","정보없음","연중무휴","경기도 파주시 광인사길 68 다산교앞 정류장","37.710554","126.68633","031-940-4114","2022-11-25"
"11166","drama","우리, 사랑했을까","일산호수공원","playground","이 공원에서 오대오(손호준)는 노애정(송지효)에게 사과를 하고 그들의 삶이 얼마나 달라졌을 수 있었는지 되풀이하며 오후에 메타세콰이어길에서 두 사람과 딸의 모습을 그린다.","매일 08시 - 20시","정보없음","연중무휴","경기도 고양시 일산동구 호수로 731","37.658769","126.76252","031-909-9000","2022-11-25"
"11167","drama","우리, 사랑했을까","파머스테이블","restaurant","10회에서 오대오(손호준)와 주아린(김다솜)이 이 식당에서 점심을 먹었다.","화-목, 주말 11시 30분 - 21시, 금 13시 30분 - 21시","화-목 15시 - 17시, 주말 15시 30분 - 16시 30분","월요일","경기도 파주시 탄현면 헤이리마을길 59-77","37.7902235","126.695397","031-948-6225","2022-11-25"
"11168","drama","우리, 사랑했을까","지혜의 숲","playground","14회에서 혼수상태에서 깨어난 오대오(손호준)는 노애정(송지효)에게 사과하고 노애정(송지효)의 삶이 얼마나 달라졌을까를 되새기며 그녀가 유명 PD로 이 도서관에서 TV 인터뷰를 하는 모습을 상상한다.","매일 10시 - 20시","정보없음","연중무휴","경기도 파주시 회동길 145","37.7082492","126.686674","0507-1335-0144","2022-11-25"
"11169","drama","우리, 사랑했을까","울프강 스테이크 하우스","restaurant","6화에서 오연우(구자성)의 엄마 주보혜(진희경)가 친구들과 이 식당에서 만난다.","매일 11시 - 22시","정보없음","연중무휴","서울특별시 강남구 선릉로152길 21","37.5244835","127.041441","02-556-8700","2022-11-25"
"11170","drama","우리, 사랑했을까","마쯔가제","restaurant","7회에서 류진(송종호)과 소속사 '송엔터테인먼트'의 제니퍼 송(서정연)이 이 식당에서 식사를 하는 모습이 그려졌다.","매일 12시 - 22시","15시 - 18시","연중무휴","서울특별시 강남구 테헤란로87길 46 호텔오크우드프리미어 3층","37.512502","127.058796","02-3466-7733","2022-11-25"
"11171","drama","우리, 사랑했을까","서울신정고등학교","playground","노애정(송지효)의 딸 노하니(엄채영)가 다니는 학교로 나온다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 강서구 등촌로13아길 20","37.537922","126.8573","02-2644-3543","2022-11-25"
"11172","drama","우리, 사랑했을까","가온문화공원","playground","2화에서 노애정(송지효)은 생각에 잠겨 이 공원을 가로질러 걷다가 빨간불 앞에서 멈춘다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 마포구 상암동 1594","37.58181","126.88765","02-3153-8114","2022-11-25"
"11173","drama","우리, 사랑했을까","콜린","cafe","6회에서 노애정(송지효)와 오대오(손호준)는 이 카페에서 만난다.","일-목 10시 30분 - 23시, 금-토 10시 30분 - 24시","정보없음","연중무휴","서울특별시 마포구 어울마당로 45","37.549176","126.9204","0507-1335-1119","2022-11-25"
"11174","drama","우리, 사랑했을까","La Retro","store","7회에서 오연우(구자성)는 노애정(송지효)에게 신발 한 켤레와 상의를 사준다.","매일 12시 30분 - 22시","정보없음","연중무휴","서울특별시 마포구 토정로 25","37.545702","126.91373","070-8873-5513","2022-11-25"
"11175","drama","우리, 사랑했을까","몽마르뜨언덕위 은하수다방","cafe","3화에서 구파도(김민준)와 함께 이 카페에서 빚에 대해 이야기를 나누는 모습이 그려졌다.","매일 12시 - 23시","정보없음","연중무휴","서울특별시 마포구 토정로 33-1","37.54572","126.91467","02-6408-0248","2022-11-25"
"11176","drama","우리, 사랑했을까","반포대교","playground","2화에서 화를 내며 도발한 오대오(손호준)가 다리 난간에 기대어 앉기 전까지 이 다리를 건너간다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 서초구 반포동 반포대교","37.512187","126.9976","02-2155-6114","2022-11-25"
"11177","drama","우리, 사랑했을까","신세계센트럴시티","store","노애정(송지효)과 오대오(손호준)는 3-4회에서 이곳에서 각자의 업무 미팅을 하다가 우연히 마주친다","매일 10시 30분 - 20시 30분","정보없음","연중무휴","서울특별시 서초구 신반포로 176","37.5043439","127.003599","02-6282-0114","2022-11-25"
"11178","drama","우리, 사랑했을까","바 다빈치","restaurant","이 바는 오대오(손호준)와 류진(송종호)의 단골 만남의 장소다.","일-목 19시 - (익일) 02시, 금-토 19시 - (익일) 03시","정보없음","연중무휴","서울특별시 송파구 올림픽로32길 11 혜성빌딩 지하1층","37.515093","127.10918","0507-1367-6042","2022-11-25"
"11179","drama","우리, 사랑했을까","타임스퀘어","store","주아린(김다솜)은 우는 아이를 보아 그 아이에게 다가간다","매일 10시 30분 - 22시","정보없음","연중무휴","서울특별시 영등포구 영중로 15","37.517308","126.9034","02-2638-2000","2022-11-25"
"11180","drama","우리, 사랑했을까","서울드래곤시티","stay","6회에서 노애정(송지효)과 오대오(손호준)가 그녀에게 연극을 하라고 설득하기 위해 여배우를 만난다.","내부시설별 상이","정보없음","연중무휴","서울특별시 용산구 청파로20길 95","37.531844","126.96306","02-2223-7000","2022-11-25"
"11181","drama","우리, 사랑했을까","충현슈퍼","store","3회에서 노애정(송지효)이 이 코너 가게 앞 벤치에 앉아 생각에 잠긴다.","정보없음","정보없음","정보없음","서울특별시 중구 동호로17길 105","37.554319","127.00508","02-2235-6927","2022-11-25"
"11182","drama","우리, 사랑했을까","의외의조합","cafe","11회에서 오대오(손호준)와 노애정(송지효)의 엄마 최향자(김미경)는 이 카페에서 대오가 손자의 아버지라는 사실을 알게 됐다.","매일 12시 - 18시","정보없음","연중무휴","서울특별시 중구 동호로17길 121","37.553763","127.00461","0507-1495-1273","2022-11-25"
"11183","drama","우리, 사랑했을까","서울 신당동 민가","stay","노애정(송지효)은 엄마 최향자(김미경), 딸 노하니(엄채영)와 함께 이 집에 산다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 중구 동호로17길 57-4","37.555679","127.00694","02-3396-4114","2022-11-25"
"11184","drama","우리, 사랑했을까","경원재 앰배서더 인천","stay","12회에서 이 호텔에서 애준과 딸에 대한 악성 기사를 작성한 노애정(송지효)와 기자 나(이해운).","매일 입실 15시, 퇴실 11시","정보없음","연중무휴","인천광역시 연수구 테크노파크로 200","37.391611","126.63723","032-729-1101","2022-11-25"
"11185","drama","우리가 결혼할 수 있을까","임피리얼팰리스 서울","stay","1화 이 호텔에서 서정훈(성준)은 혜윤(정소)에게 프러포즈한다.","매일 입실 15시, 퇴실 12시","정보없음","연중무휴","서울특별시 강남구 언주로 640","37.51401","127.03585","02-3440-8000","2022-11-25"
"11186","drama","우리가 결혼할 수 있을까","앤트러사이트 합정점","cafe","3화에서는 윤진이(윤소희)와 4화에서는 오도연(이도연)과 함께 한다.","매일 09시 - 22시","정보없음","연중무휴","서울특별시 마포구 토정로5길 10","37.545829","126.91833","02-336-7850","2022-11-25"
"11187","drama","우리가 결혼할 수 있을까","반포대교","playground","하정훈(성준)은 절친인 기중(김영광)과 민호(김진수)를 만난다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 서초구 반포동 반포대교","37.512187","126.9976","02-2155-6114","2022-11-25"
"11188","drama","우리가 다시 사랑할 수 있을까","스포엔샤웨딩","playground","20회(마지막회)에서 윤정완(김유진)이 웨딩드레스를 입고 이곳에서 오경수(엄태웅)와 결혼한다.","월,목-금 00시 - 24시","정보없음","화요일, 수요일, 주말","서울특별시 강남구 도산대로81길 16-6","37.5255713","127.047991","02-548-2688","2022-11-25"
"11189","drama","우리가 만난 기적","반포대교","playground","2회에서 길 잃은 송현철(김명민)이 이 다리를 걷는다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 서초구 반포동 반포대교","37.512187","126.9976","02-2155-6114","2022-11-25"
"11190","drama","우리는 오늘부터","헌화로드라이브코스","playground","1회에서 라파엘(성훈)은 출근길에 차를 몰고 간다.","매일 00시 - 24시","정보없음","연중무휴","강원도 강릉시 강동면 심곡리 헌화로","37.664267","129.05459","033-660-2018","2022-11-25"
"11191","drama","우리는 오늘부터","죽림동성당","playground","오우리(임수향)가 10대 시절 처녀 서약(1회 회상)을 하고 2년 사귄 남자친구 이강재(신동)와 함께 찾아온 성당이다.","매일 00시 - 24시","정보없음","연중무휴","강원도 춘천시 약사고개길 23","37.876614","127.72724","033-254-2631","2022-11-25"
"11192","drama","우리는 오늘부터","청아공원기독교전용관","playground","13회에는 오우리(임수향)와 이강재(신동욱)와 강재가 등장한다. 그의 아버지에게 존경을 표하고 그의 생물학적 아버지가 아니며, 그가 그녀와 그녀의 아이를 받아들일 준비가 되어 있다는 것을 우리에게 알린다.","매일 08시 - 18시","정보없음","연중무휴","경기도 고양시 일산동구 은마길 129","37.719031","126.80572","031-977-9911","2022-11-25"
"11193","drama","우리는 오늘부터","대원정사 옥상주차장","playground","2회에서 오우리(임수향) 머리를 맑게 하기 위해 이 옥상으로 온다","매일 00시 - 24시","정보없음","연중무휴","서울특별시 용산구 두텁바위로60길 49","37.548873","126.98352","02-754-1615","2022-11-25"
"11194","drama","우리는 오늘부터","오산고등학교","playground","10회 회상씬에서 오우리(임수향)는 어머니 외할머니가 깜짝 방문했을 때 이 고등학교에 다녔다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 용산구 보광로7길 17","37.523475","126.99958","02-799-9500","2022-11-25"
"11195","drama","우리는 오늘부터","동작대교","playground","1회에서 라파엘(성훈)은 출근길에 차를 몰고 이 다리를 건넌다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 용산구 이촌동 동작대교","37.51041","126.981893","02-2199-8580","2022-11-25"
"11196","drama","우리는 오늘부터","경희궁3길","playground","10회에서 오우리(임수향)는 이 거리에서 택시를 잡으려다 결국 차가 멈춰서 그녀를 태워주고, 이강재(신동욱)는 운전석에 앉는다.","매일 00시 - 24시","정보없음","연중무휴","서울특별시 종로구 사직동 경희궁 3길","37.57329","126.96731","02-2148-1114","2022-11-25"
